Relation	Sentence	NER1	NER2
director	In 2014, Hedlund co-starred with Jack O'Connell and Domhnall Gleeson in the historical drama "<e1>Unbroken</e1>" directed by <e2>Angelina Jolie</e2>.	WORK_OF_ART	PERSON
director	He appeared in director <e2>Clint Eastwood</e2>'s "<e1>J. Edgar</e1>" film.	WORK_OF_ART	PERSON
director	Aparajito ( "Ôporajito"; "The Unvanquished") is a 1956 Indian Bengali-language drama film written and directed by <e2>Satyajit Ray</e2> (1921–1992), and is the second part of "<e1>The Apu Trilogy</e1>".	WORK_OF_ART	PERSON
director	Then, in 2012, a film directed by <e2>Kathryn Bigelow</e2> and written by Mark Boal was released called <e1>Zero Dark Thirty</e1>.	WORK_OF_ART	PERSON
director	In 2017, he appeared in the <e2>Kathryn Bigelow</e2>-directed film "<e1>Detroit</e1>".	WORK_OF_ART	PERSON
director	The <e1>Way of the Dragon</e1> (, originally released in the United States as Return of the Dragon) is a 1972 Hong Kong martial arts action-comedy film written, co-produced and directed by <e2>Bruce Lee</e2>, who also stars in the lead role.	WORK_OF_ART	PERSON
director	The 1979 film "<e1>Five Days from Home</e1>", which was directed by and starred <e2>George Peppard</e2>, was filmed primarily in Springhill.	WORK_OF_ART	PERSON
director	<e1>Flawless</e1> is a 1999 crime comedy-drama film directed and written by <e2>Joel Schumacher</e2> and starring Robert De Niro and Philip Seymour Hoffman.	WORK_OF_ART	PERSON
director	Hotel Chelsea is often associated with the Warhol superstars, as <e2>Andy Warhol</e2> and Paul Morrissey directed "<e1>Chelsea Girls</e1>" (1966), a film about his Factory regulars and their lives at the hotel.	WORK_OF_ART	PERSON
founded_by	<e2>Florence Violet McKenzie</e2> OBE ("née" Granville; 28 September 1890 or 1892 – 23 May 1982), affectionately known as "Mrs Mac", was Australia's first female electrical engineer, founder of the <e1>Women's Emergency Signalling Corps</e1> (WESC) and lifelong promoter for technical education for women.	ORG	PERSON
founded_by	He is CEO of <e1>AVL</e1>, (Anstalt für Verbrennungskraftmaschinen List, "List Institute for Combustion Engines") which was founded by his father, the engineer and inventor <e2>Hans List</e2>, in 1948.	ORG	PERSON
founded_by	It is more famous for <e1>Sabarmati Ashram</e1> located near it, which was founded by <e2>Mahatma Gandhi</e2>.	ORG	PERSON
founded_by	<e1>A State of Trance</e1> 2008 is the fifth compilation album in the "A State of Trance" compilation series mixed and compiled by Dutch DJ and record producer <e2>Armin van Buuren</e2>.	ORG	PERSON
founded_by	The congregation was founded at the initiative of Father <e2>Francis Mary of the Cross Jordan</e2>, founder of what was to become the Society of the Divine Savior, commonly known as the <e1>Salvatorian</e1>s, as the female community of the Society.	ORG	PERSON
founded_by	An associate of <e2>Theodor Herzl</e2>, he was the first president of the Zionist Federation of Germany and one of the founders of the <e1>Jewish National Fund</e1>.	ORG	PERSON
founded_by	In 1977, he became a spokesman for the <e1>German People's Union</e1>, a nationalist political party founded by <e2>Gerhard Frey</e2>.	ORG	PERSON
founded_by	The <e1>Central Intelligence Agency</e1> was created on July 26, 1947 when <e2>Harry S. Truman</e2> signed the National Security Act into law.	ORG	PERSON
founded_by	The <e1>Red Army Faction</e1> (RAF) was a New Left group founded in 1968 by <e2>Andreas Baader</e2> and Ulrike Meinhof in West Germany.	ORG	PERSON
founded_by	<e1>Systers</e1>, the first online community for women in computing, was founded in 1987 by <e2>Anita Borg</e2>.	ORG	PERSON
founded_by	He was the founder and chairman of the Kofi Annan Foundation, as well as chairman of <e1>The Elders</e1>, an international organization founded by <e2>Nelson Mandela</e2>.	ORG	PERSON
founded_by	<e1>Siemens & Halske</e1> was founded by Werner von Siemens and <e2>Johann Georg Halske</e2> on 1 October 1847.	ORG	PERSON
founded_by	He had previously worked with <e2>50 Cent</e2>'s <e1>SMS Audio</e1> headphones line.	ORG	PERSON
founded_by	Since 1989, May 31 was proclaimed by the <e2>World Health Organization</e2> (WHO) as <e1>World No Tobacco Day</e1>.	ORG	PERSON
founded_by	Founded in 1993 by <e2>Marshall White</e2>, <e1>Unity Performing Arts Foundation</e1> was officially incorporated in 2000.	ORG	PERSON
founded_by	In 1922, the Ukrainian Soviet Socialist Republic, together with the Russian Soviet Federative Socialist Republic, the <e2>Byelorussian Soviet Socialist Republic</e2> and the Transcaucasian Socialist Federative Soviet Republic, became the founding members of the <e1>Soviet Union</e1>.	ORG	PERSON
founded_by	During India's independence struggle, <e2>Mahatma Gandhi</e2> established <e1>Sabarmati Ashram</e1> as his home on the banks of this river.	ORG	PERSON
founded_by	<e1>The Elders</e1>, a group of former world leaders founded by <e2>Nelson Mandela</e2>, has also advocated for changes to the selection process as part of its “A UN Fit for Purpose” initiative.	ORG	PERSON
founded_by	Both <e2>India</e2> (British Raj) and Byelorussia were the founding members of the <e1>United Nations</e1>.	ORG	PERSON
founded_by	In 1977, the <e1>United States Department of Energy</e1> was created by the <e2>Jimmy Carter</e2> administration.	ORG	PERSON
founded_by	<e1>Thorn</e1> is co-Founded by Ashton Kutcher and <e2>Demi Moore</e2>.	ORG	PERSON
founded_by	<e2>Walter Pohl</e2> is co-founder and editor of the online open-access journal <e1>Medieval Worlds</e1>.	ORG	PERSON
founded_by	<e2>Alex Seidel</e2> (4 July 1909 – 24 October 1989) was a German weapons manufacturer and the co-founder of <e1>Heckler & Koch</e1> along with Theodor Koch and Edmund Heckler.	ORG	PERSON
founded_by	Though largely developed by the community surrounding it, WordPress is closely associated with <e1>Automattic</e1>, the company founded by <e2>Matt Mullenweg</e2>.	ORG	PERSON
founded_by	<e1>Bangiya Bijnan Parishad</e1> is a science organization founded by <e2>Satyendra Nath Bose</e2> in 1948.	ORG	PERSON
founded_by	Another guest was Nicholas Miklouho-Maclay, who, with the help of Elena Pavlovna and <e2>Anton Rubinstein</e2>, established the Russian Musical Society and the <e1>Saint Petersburg Conservatory</e1>.	ORG	PERSON
founded_by	The librettist for the opera was <e2>Ernst von Wolzogen</e2>, who in 1901 founded the <e1>Überbrettl</e1> venue (German for "overcabaret, super-cabaret"), the start of the German Kabarett movement which was later to blossom in the Weimar Republic.	ORG	PERSON
founded_by	He is a co-founder of the Sundance Film Festival, and, in association with <e2>Robert Redford</e2>, he was the founding executive director of the <e1>Sundance Institute</e1>.	ORG	PERSON
founded_by	The hospital is a joint venture between the government of Malawi and <e1>Raising Malawi</e1>, a non-profit organization established by the entertainer <e2>Madonna</e2>.	ORG	PERSON
founded_by	PageRank was named after <e2>Larry Page</e2>, one of the founders of <e1>Google</e1>.	ORG	PERSON
founded_by	Garcia currently serves as the Vice President of Advocacy for <e1>FWD.us</e1>, a lobbying group Co-Founded by <e2>Mark Zuckerberg</e2>.	ORG	PERSON
founded_by	<e2>Andrew Jackson</e2>, the first territorial governor of Florida in 1821, co-founded the <e1>Democratic Party</e1>.	ORG	PERSON
founded_by	<e1>Nupedia</e1> was founded by <e2>Jimmy Wales</e2>, with Larry Sanger as editor-in-chief, and funded by the web-advertising company Bomis.	ORG	PERSON
founded_by	The Kunze-Knorr brake brought together the ideas of Prussian senior surveyor, Bruno Kunze (1854–1935), and preparatory work by the founder of <e1>Knorr-Bremse</e1>, <e2>Georg Knorr</e2> (1859–1911).	ORG	PERSON
founded_by	The <e1>United States Postal Inspection Service</e1> (USPIS) is one of the oldest law enforcement agencies in the U.S. Founded by <e2>Benjamin Franklin</e2> in 1737, its mission is to protect the Postal Service, its employees, and its customers from crime and protect the nation's mail system from criminal misuse.	ORG	PERSON
founded_by	<e2>Indonesia</e2> is a founding member of the <e1>Association of South East Asian Nations</e1>, and thereby a member of both ASEAN+3 and the East Asia Summit.	ORG	PERSON
founded_by	Established in 1904 by the <e2>Sisters of St. Joseph</e2> (CSJ), and basing their educational mission on CSJ principles, <e1>St. Joseph High School</e1> is located within the Roman Catholic Diocese of Brooklyn.	ORG	PERSON
founded_by	The <e1>Organisation Todt</e1> was a civil and military engineering group in Germany eponymously named for its founder <e2>Fritz Todt</e2>.	ORG	PERSON
founded_by	<e2>Clara Fey</e2> (11 April 1815 – 8 May 1894) was a German Roman Catholic Nun and the founder of the <e1>Sisters of the Poor Child Jesus</e1>.	ORG	PERSON
founded_by	This minor planet was named in honor of <e2>Carl Sagan</e2> (1934–1996), planetary scientist at Cornell University, science popularizer, editor of the journal "Icarus", and founder of <e1>The Planetary Society</e1>.	ORG	PERSON
founded_by	Sharon was the birthplace of <e2>Joseph Smith</e2>, founder of the <e1>Latter Day Saint movement</e1>, and as such is an important historical site for Latter Day Saints.	ORG	PERSON
founded_by	<e2>Luis von Ahn</e2> is one of the pioneers of crowdsourcing and the founder of the companies reCAPTCHA and <e1>Duolingo</e1>.	ORG	PERSON
founded_by	The <e1>Yale School of Public Health</e1> (YSPH) was founded in 1915 by <e2>Charles-Edward Amory Winslow</e2> and is one of the oldest public health masters programs in the United States.	ORG	PERSON
founded_by	<e2>Larry Sanger</e2>, co-founder of <e1>Wikipedia</e1> and founder of the expert-centered wiki Citizendium, gave the book a mixed review.	ORG	PERSON
founded_by	<e1>Clarín</e1> was created by <e2>Roberto Noble</e2>, former minister of the Buenos Aires Province, on 28 August 1945.	ORG	PERSON
founded_by	Gao is also one of the founding members of <e1>Tongmenghui</e1> led by <e2>Sun Yat-sen</e2>.	ORG	PERSON
founded_by	The <e1>Sun Microsystems</e1> company was founded in 1982 by <e2>Andy Bechtolsheim</e2> with other fellow graduate students at Stanford University.	ORG	PERSON
founded_by	DF <e2>Yugoslavia</e2> became one of the founding members of the <e1>United Nations</e1> upon the signing of the United Nations Charter in October 1945.	ORG	PERSON
founded_by	<e1>Sarah Elizabeth Doyle</e1> (March 22, 1830 – December 21, 1922) was an American educator and educational reformer, noted for her roles in founding the <e2>Rhode Island School of Design</e2> and establishing women's education at Brown University.	ORG	PERSON
founded_by	Malik represented <e2>Lebanon</e2> at the San Francisco conference at which the <e1>United Nations</e1> was founded.	ORG	PERSON
founded_by	The Courts are a project of the <e1>Johan Cruyff Foundation</e1> of which <e2>Johan Cruijff</e2> himself was one of the founders.	ORG	PERSON
founded_by	Ulrike later co-founded the <e1>Red Army Faction</e1>, also known as the RAF or the Baader-Meinhof Gang, together with <e2>Gudrun Ensslin</e2>, Andreas Baader, and Jan-Carl Raspe.	ORG	PERSON
founded_by	The <e1>American Association for the Abolition of Involuntary Mental Hospitalization</e1> (AAAIMH) was an organization founded in 1970 by <e2>Thomas Szasz</e2>, George Alexander, and Erving Goffman for the purpose of abolishing involuntary psychiatric intervention, particularly involuntary commitment.	ORG	PERSON
founded_by	<e1>Higher Ground Productions</e1> is an American independent entertainment production company founded by United States president Barack Obama and former first lady <e2>Michelle Obama</e2>.	ORG	PERSON
founded_by	Mythlore appeared January 1969 under the editorship of <e2>Glen H. GoodKnight</e2>, founder of the <e1>Mythopoeic Society</e1>.	ORG	PERSON
founded_by	In 2008, <e2>Robert Rodriguez</e2> and his production company <e1>Troublemaker Studios</e1> were working on a version that would have starred Rose McGowan as the titular character.	ORG	PERSON
founded_by	The movement is commonly identified with the <e1>Cabaret Voltaire</e1> (housed inside the "Holländische Meierei" bar in Zurich) co-founded by poet and cabaret singer Emmy Hennings and <e2>Hugo Ball</e2>.	ORG	PERSON
founded_by	Project Indiana was led by <e2>Ian Murdock</e2>, founder of the <e1>Debian</e1> Linux distribution.	ORG	PERSON
founded_by	The <e1>Václav Havel Library</e1>, located in Prague, is a charitable organization founded by <e2>Dagmar Havlová</e2>, Karel Schwarzenberg and Miloslav Petrusek on 26 July 2004.	ORG	PERSON
founded_by	On 25 January 1948, "<e1>Bangiya Bijnan Parishad</e1>" was founded by <e2>Satyendra Nath Bose</e2>.	ORG	PERSON
founded_by	President <e2>Dwight D. Eisenhower</e2> established the National Aeronautics and Space Administration (<e1>NASA</e1>) in 1958 with a distinctly civilian (rather than military) orientation encouraging peaceful applications in space science.	ORG	PERSON
founded_by	Stanford research, by Sergey Brin and <e2>Larry Page</e2> led to the founding of <e1>Google</e1>.	ORG	PERSON
founded_by	<e2>Belgium</e2> joined NATO as a founding member and formed the <e1>Benelux</e1> group of nations with the Netherlands and Luxembourg.	ORG	PERSON
founded_by	<e2>India</e2>, during its colonial era, was a founding member of the League of Nations, a participating nation in the Summer Olympics in 1900, 1920, 1928, 1932, and 1936, and a founding member of the <e1>United Nations</e1> in San Francisco in 1945.	ORG	PERSON
founded_by	<e1>Zara</e1> founder <e2>Amancio Ortega</e2> placed third for the second consecutive year.	ORG	PERSON
founded_by	Johar was also involved in the production and distribution company <e1>Dreamz Unlimited</e1> founded in 1999 by <e2>Shah Rukh Khan</e2>, Juhi Chawla and Aziz Mirza.	ORG	PERSON
founded_by	DeepMind, together with Amazon, Google, Facebook, IBM and <e2>Microsoft</e2>, is a founding member of <e1>Partnership on AI</e1>, an organization devoted to the society-AI interface.	ORG	PERSON
founded_by	He is also an International Board member of <e2>Al Gore</e2>'s ‘<e1>Climate Reality Project</e1>'.	ORG	PERSON
founded_by	<e1>Irish DreamTime</e1> is a production company founded by actor <e2>Pierce Brosnan</e2> and his partner Beau St. Clair.	ORG	PERSON
founded_by	The company was established in Palo Alto on November 9, 2015 by <e1>Android</e1> co-founder <e2>Andy Rubin</e2>, with funding from Playground Global.	ORG	PERSON
founded_by	In 1786, the British <e2>East India Company</e2> had gained control of Penang Island, establishing the city of <e1>George Town</e1> at the island's northeastern tip.	ORG	PERSON
founded_by	<e1>Reprise Records</e1> was started by <e2>Frank Sinatra</e2> in 1960, securing what he saw as artistic freedom from his former record label, Capitol Records.	ORG	PERSON
founded_by	He was a member of the antisemitic organisations <e1>Reichshammerbund</e1> (founded by the German author <e2>Theodor Fritsch</e2>) and the Deutschvölkischer Schutz-und Trutzbund.	ORG	PERSON
founded_by	The country's first prime minister <e2>Jawaharlal Nehru</e2> founded "<e1>The National Herald</e1>" in the city prior to World War II with Manikonda Chalapathi Rau as its editor.	ORG	PERSON
founded_by	In mathematics, the <e1>Séminaire de Géométrie Algébrique du Bois Marie</e1> (SGA) was an influential seminar run by <e2>Alexander Grothendieck</e2>.	ORG	PERSON
founded_by	The <e1>Centro Intercultural de Documentación</e1> (CIDOC) was founded by <e2>Ivan Illich</e2> in 1965 as a higher education campus for development workers and missionaries.	ORG	PERSON
founded_by	At the same time he met Indulal Yagnik, an Indian independence activist, who inspired him to join <e1>Gujarat Vidyapith</e1>, established by <e2>Mahatma Gandhi</e2>.	ORG	PERSON
founded_by	The new Polish government was formed after the conference (28 June) and signed the <e1>United Nations</e1> Charter on 15 October, which made <e2>Poland</e2> one of the founding countries of the United Nations.	ORG	PERSON
founded_by	<e1>MSAV</e1> was an antivirus program introduced by <e2>Microsoft</e2> for its MS-DOS operating system.	ORG	PERSON
founded_by	It is named after <e2>Karl Liebknecht</e2> (1871–1919), one of the founders of the <e1>Communist Party of Germany</e1>.	ORG	PERSON
founded_by	He is the co-founder of company <e1>Platinum Dunes</e1> along with <e2>Michael Bay</e2> and Brad Fuller.	ORG	PERSON
founded_by	<e1>Open Society Foundations</e1> (formerly known as the Open Society Institute, OSI) is a network of foundations founded by billionaire <e2>George Soros</e2>.	ORG	PERSON
founded_by	It was Tykocin, where in 1705 King <e2>Augustus II the Strong</e2> established the <e1>Order of the White Eagle</e1>, the highest and oldest Polish order.	ORG	PERSON
